id,age,sex,race,hispanic,born,degree,marital,childs,wrkstat,income16,class,relig,attend,partyid,polviews,region,weight
312,31,male,other,"another hispanic, latino, or spanish origin",yes,bachelor's,never married,0,"unemployed, laid off, looking for work","$90,000 to $109,999",working class,none,never,not very strong democrat,liberal,west,0.7479
313,35,female,other,"another hispanic, latino, or spanish origin",no,high school,never married,3,keeping house,"$30,000 to $34,999",working class,none,every week,"independent, close to democrat",slightly conservative,west,0.9756
314,50,female,other,not hispanic,yes,bachelor's,married,3,working full time,"$90,000 to $109,999",middle class,protestant,2-3 times a month,not very strong republican,slightly conservative,west,1.0605
315,66,male,other,"mexican, mexican american, chicano/a",yes,high school,married,0,retired,"$75,000 to $89,999",middle class,protestant,never,strong democrat,liberal,west,1.8582
316,31,male,other,"another hispanic, latino, or spanish origin",yes,high school,never married,1,working full time,"$90,000 to $109,999",working class,protestant,several times a year,"independent, close to democrat","moderate, middle of the road",west,2.065
317,29,female,white,not hispanic,no,less than high school,never married,0,working full time,,working class,none,never,not very strong democrat,"moderate, middle of the road",west,1.5435
318,35,female,black,not hispanic,yes,high school,never married,1,keeping house,"under $1,000",middle class,protestant,several times a week,strong democrat,"moderate, middle of the road",west,0.3905
319,27,female,other,"mexican, mexican american, chicano/a",no,high school,never married,0,working full time,"$25,000 to $29,999",lower class,catholic,about once or twice a year,"independent, close to democrat",liberal,west,1.3076
320,33,male,black,not hispanic,yes,bachelor's,never married,0,working full time,"$50,000 to $59,999",middle class,protestant,several times a year,not very strong democrat,liberal,west,0.3929
321,69,female,black,not hispanic,yes,high school,never married,2,retired,,lower class,protestant,about once or twice a year,not very strong republican,conservative,west,1.2369
322,36,male,white,not hispanic,yes,associate/junior college,never married,0,working full time,"$150,000 to $169,999",middle class,none,never,other party,extremely liberal,west,0.491
323,38,male,other,"another hispanic, latino, or spanish origin",yes,high school,separated,1,working full time,"$90,000 to $109,999",middle class,other,never,"independent (neither, no response)",slightly liberal,west,0.8455
324,50,female,black,puerto rican,yes,high school,divorced,1,working full time,"$30,000 to $34,999",working class,protestant,about once or twice a year,not very strong republican,liberal,west,1.9285
325,33,female,white,puerto rican,yes,bachelor's,never married,0,working full time,"$130,000 to $149,999",middle class,none,several times a year,not very strong democrat,"moderate, middle of the road",west,0.3288
326,39,female,white,not hispanic,yes,bachelor's,never married,0,working full time,,middle class,protestant,nearly every week,"independent, close to democrat",slightly liberal,west,0.3818
327,69,female,white,not hispanic,yes,graduate,never married,0,working full time,"$75,000 to $89,999",working class,none,less than once a year,strong democrat,slightly liberal,west,0.9119
328,,female,white,not hispanic,yes,graduate,divorced,1,working full time,"$12,500 to $14,999",middle class,none,never,strong democrat,liberal,west,0.3734
329,32,female,black,not hispanic,yes,high school,separated,5,"unemployed, laid off, looking for work","$30,000 to $34,999",working class,protestant,2-3 times a month,not very strong democrat,"moderate, middle of the road",midwest,0.2197
330,57,male,black,not hispanic,yes,less than high school,divorced,3,keeping house,"$12,500 to $14,999",lower class,protestant,several times a year,not very strong democrat,liberal,midwest,1.7573
331,40,male,black,not hispanic,yes,high school,never married,2,,"$60,000 to $74,999",lower class,protestant,less than once a year,strong republican,extremely liberal,midwest,0.2319
332,27,female,white,not hispanic,yes,less than high school,never married,0,working part time,"$17,500 to $19,999",working class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,3.2316
333,54,male,white,not hispanic,yes,high school,married,2,working full time,"$150,000 to $169,999",middle class,protestant,about once a month,"independent, close to republican","moderate, middle of the road",midwest,0.6594
334,44,female,black,not hispanic,yes,bachelor's,never married,1,working full time,"$110,000 to $129,999",upper class,protestant,about once a month,other party,slightly conservative,midwest,0.3606
335,32,female,white,"mexican, mexican american, chicano/a",yes,high school,married,2,working full time,"$40,000 to $49,999",working class,catholic,every week,strong democrat,liberal,midwest,1.5301
336,70,female,white,not hispanic,yes,graduate,divorced,0,working full time,"$75,000 to $89,999",middle class,catholic,never,"independent, close to democrat",liberal,midwest,0.2101
337,73,female,white,not hispanic,yes,high school,divorced,4,retired,"$35,000 to $39,999",middle class,catholic,every week,not very strong democrat,"moderate, middle of the road",midwest,0.475
338,32,male,other,"mexican, mexican american, chicano/a",yes,high school,married,1,working full time,"$35,000 to $39,999",lower class,catholic,about once or twice a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.5345
339,61,male,black,not hispanic,yes,bachelor's,never married,8+,working full time,"$110,000 to $129,999",working class,muslim/islam,never,"independent, close to democrat","moderate, middle of the road",midwest,0.2348
340,,female,black,not hispanic,yes,high school,married,2,retired,"$60,000 to $74,999",working class,protestant,2-3 times a month,not very strong democrat,conservative,midwest,1.4916
341,67,female,white,not hispanic,yes,high school,widowed,0,working full time,"$40,000 to $49,999",working class,protestant,about once or twice a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.2375
342,55,male,white,not hispanic,yes,high school,never married,1,working full time,"$110,000 to $129,999",working class,catholic,never,"independent (neither, no response)","moderate, middle of the road",midwest,2.8665
343,33,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$170,000 or over",middle class,none,never,strong democrat,"moderate, middle of the road",midwest,0.4887
344,,female,black,not hispanic,yes,graduate,married,3,working full time,"$170,000 or over",working class,protestant,several times a week,other party,conservative,midwest,1.1597
345,31,female,white,"mexican, mexican american, chicano/a",no,less than high school,never married,2,working full time,"$30,000 to $34,999",middle class,catholic,less than once a year,"independent (neither, no response)",extremely conservative,midwest,1.4879
346,31,male,white,not hispanic,yes,high school,never married,0,working full time,"$90,000 to $109,999",working class,none,less than once a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.5524
347,38,male,white,not hispanic,yes,graduate,never married,1,working full time,"$110,000 to $129,999",upper class,catholic,less than once a year,strong republican,extremely conservative,midwest,0.2443
348,38,female,other,"mexican, mexican american, chicano/a",no,high school,never married,2,working part time,"$10,000 to $12,499",working class,catholic,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.2248
349,67,male,white,not hispanic,yes,high school,married,2,working part time,"$60,000 to $74,999",working class,protestant,less than once a year,strong republican,conservative,midwest,1.9768
350,31,female,white,not hispanic,yes,graduate,married,2,working full time,"$170,000 or over",middle class,protestant,never,"independent (neither, no response)","moderate, middle of the road",midwest,1.5717
351,39,male,white,not hispanic,yes,bachelor's,married,2,working full time,"$170,000 or over",middle class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.549
352,38,female,black,not hispanic,yes,graduate,married,3,working full time,"$150,000 to $169,999",middle class,protestant,every week,"independent, close to democrat",slightly liberal,midwest,1.4219
353,81,male,white,not hispanic,yes,high school,widowed,3,retired,"$40,000 to $49,999",working class,catholic,never,"independent, close to democrat","moderate, middle of the road",midwest,1.0806
354,47,female,white,not hispanic,yes,associate/junior college,divorced,1,working full time,,working class,catholic,about once or twice a year,not very strong republican,"moderate, middle of the road",midwest,0.4507
355,55,female,white,not hispanic,yes,bachelor's,married,1,working part time,"$75,000 to $89,999",working class,protestant,2-3 times a month,"independent, close to republican","moderate, middle of the road",midwest,0.7691
356,66,female,white,not hispanic,yes,graduate,married,2,retired,"$150,000 to $169,999",middle class,none,never,not very strong republican,slightly conservative,midwest,0.4721
357,44,female,white,not hispanic,yes,graduate,married,3,working full time,"$170,000 or over",middle class,none,less than once a year,strong democrat,liberal,midwest,0.4479
358,18,female,white,not hispanic,yes,less than high school,never married,0,in school,"$150,000 to $169,999",working class,protestant,2-3 times a month,"independent, close to republican","moderate, middle of the road",midwest,1.3232
359,71,male,white,not hispanic,yes,bachelor's,widowed,3,retired,"$50,000 to $59,999",middle class,protestant,about once a month,"independent, close to republican",conservative,midwest,0.4779
360,54,male,white,not hispanic,yes,bachelor's,married,2,working full time,"$170,000 or over",middle class,protestant,every week,strong republican,extremely conservative,midwest,0.5833
361,19,male,white,not hispanic,yes,high school,never married,0,working part time,"$150,000 to $169,999",working class,none,never,"independent, close to republican","moderate, middle of the road",midwest,1.4808
362,58,female,white,not hispanic,yes,high school,widowed,0,working full time,"$110,000 to $129,999",middle class,none,less than once a year,strong democrat,liberal,midwest,0.84
363,58,female,white,not hispanic,yes,high school,widowed,3,working full time,"$35,000 to $39,999",working class,catholic,less than once a year,strong democrat,slightly liberal,midwest,0.7739
364,71,female,white,not hispanic,yes,high school,married,2,retired,"$50,000 to $59,999",middle class,protestant,never,strong republican,"moderate, middle of the road",midwest,0.5337
365,60,male,white,not hispanic,yes,bachelor's,married,2,working full time,"$170,000 or over",working class,catholic,about once or twice a year,strong democrat,"moderate, middle of the road",midwest,1.8992
366,69,male,white,not hispanic,yes,high school,divorced,1,retired,"$110,000 to $129,999",middle class,none,never,strong democrat,slightly liberal,midwest,0.5403
367,55,female,white,not hispanic,no,high school,married,2,working part time,"$90,000 to $109,999",working class,orthodox-christian,about once or twice a year,not very strong republican,"moderate, middle of the road",midwest,0.9346
368,89+,female,white,not hispanic,no,high school,widowed,4,retired,"$30,000 to $34,999",middle class,catholic,never,not very strong republican,extremely conservative,midwest,0.7659
369,42,male,white,not hispanic,yes,bachelor's,married,4,working full time,"$110,000 to $129,999",middle class,protestant,less than once a year,strong democrat,liberal,midwest,0.5095
370,50,male,white,not hispanic,yes,high school,never married,0,other,"$12,500 to $14,999",lower class,other,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.9555
371,32,female,black,not hispanic,yes,bachelor's,never married,0,working full time,"$8,000 to $9,999",middle class,none,less than once a year,"independent (neither, no response)",extremely liberal,midwest,0.7773
372,69,male,white,not hispanic,yes,high school,married,3,retired,,middle class,catholic,less than once a year,"independent (neither, no response)",slightly conservative,midwest,0.6071
373,28,male,white,not hispanic,yes,high school,never married,0,working full time,"$30,000 to $34,999",lower class,none,less than once a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.7404
374,58,male,white,not hispanic,yes,bachelor's,married,0,working full time,"$170,000 or over",middle class,catholic,every week,strong democrat,liberal,midwest,1.8992
375,76,female,white,not hispanic,yes,high school,divorced,0,retired,"$60,000 to $74,999",,protestant,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.2375
376,,female,white,not hispanic,yes,high school,widowed,2,working part time,,working class,none,about once a month,"independent, close to republican","moderate, middle of the road",midwest,0.2375
377,60,female,white,not hispanic,yes,high school,divorced,3,working full time,"$50,000 to $59,999",working class,other,never,strong democrat,extremely liberal,midwest,0.7739
378,26,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$170,000 or over",working class,other,never,"independent, close to democrat",extremely liberal,midwest,0.3275
379,47,female,other,"another hispanic, latino, or spanish origin",no,less than high school,married,2,working full time,"$30,000 to $34,999",working class,catholic,several times a year,"independent, close to republican",conservative,midwest,0.4764
380,52,female,black,not hispanic,yes,high school,married,0,working full time,"$90,000 to $109,999",middle class,protestant,2-3 times a month,strong democrat,"moderate, middle of the road",midwest,0.5244
381,46,female,black,not hispanic,yes,high school,never married,6,working full time,"$50,000 to $59,999",working class,none,every week,strong democrat,extremely liberal,midwest,0.2039
382,80,female,black,not hispanic,yes,high school,widowed,0,retired,"$40,000 to $49,999",middle class,protestant,every week,"independent (neither, no response)",slightly conservative,midwest,0.6997
383,45,male,black,not hispanic,yes,high school,divorced,0,working part time,"$25,000 to $29,999",lower class,protestant,about once or twice a year,not very strong republican,"moderate, middle of the road",midwest,0.7551
384,35,male,other,"mexican, mexican american, chicano/a",no,high school,never married,0,working full time,"$75,000 to $89,999",working class,catholic,about once a month,"independent, close to republican","moderate, middle of the road",midwest,4.1627
385,35,male,black,not hispanic,yes,high school,never married,0,working part time,"$90,000 to $109,999",working class,protestant,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.4998
386,66,male,black,not hispanic,yes,high school,married,3,working full time,"$75,000 to $89,999",working class,catholic,never,strong democrat,"moderate, middle of the road",midwest,1.7884
387,46,female,black,not hispanic,yes,bachelor's,separated,6,working full time,,working class,protestant,2-3 times a month,strong democrat,"moderate, middle of the road",midwest,0.1803
388,78,female,black,not hispanic,yes,less than high school,widowed,1,retired,"$10,000 to $12,499",working class,protestant,,strong democrat,extremely liberal,midwest,0.2184
389,74,female,black,not hispanic,no,high school,married,5,keeping house,"$10,000 to $12,499",working class,protestant,every week,strong democrat,slightly liberal,midwest,1.6899
390,51,male,black,not hispanic,yes,high school,never married,3,"unemployed, laid off, looking for work","$5,000 to $5,999",middle class,protestant,every week,not very strong republican,"moderate, middle of the road",midwest,1.7289
391,59,male,black,not hispanic,yes,high school,divorced,0,"unemployed, laid off, looking for work","$22,500 to $24,999",lower class,none,about once or twice a year,"independent (neither, no response)",,midwest,0.8644
392,36,female,black,not hispanic,yes,high school,never married,4,keeping house,"$30,000 to $34,999",working class,protestant,several times a year,"independent, close to republican",extremely conservative,midwest,0.2197
393,52,female,black,not hispanic,yes,graduate,never married,0,working full time,"$130,000 to $149,999",middle class,protestant,every week,not very strong democrat,"moderate, middle of the road",midwest,0.6722
394,63,female,black,not hispanic,yes,graduate,divorced,3,retired,"$60,000 to $74,999",working class,protestant,less than once a year,"independent (neither, no response)",liberal,midwest,0.6722
395,78,male,black,not hispanic,yes,associate/junior college,divorced,0,retired,"$90,000 to $109,999",middle class,none,never,"independent, close to democrat",liberal,midwest,0.2444
396,42,female,black,not hispanic,yes,high school,married,0,"unemployed, laid off, looking for work","$1,000 to $2,999",working class,protestant,never,strong democrat,extremely liberal,midwest,0.4581
397,77,male,black,not hispanic,yes,bachelor's,married,1,retired,"$150,000 to $169,999",middle class,catholic,about once or twice a year,strong democrat,"moderate, middle of the road",midwest,0.4858
398,39,female,black,not hispanic,yes,high school,married,2,working full time,"$35,000 to $39,999",working class,catholic,never,"independent (neither, no response)","moderate, middle of the road",midwest,1.6075
399,83,female,white,not hispanic,yes,less than high school,divorced,5,retired,"$12,500 to $14,999",middle class,catholic,about once a month,strong democrat,liberal,midwest,0.4828
400,60,male,white,not hispanic,yes,bachelor's,never married,0,retired,"$90,000 to $109,999",middle class,none,never,not very strong democrat,liberal,midwest,0.2596
401,26,male,other,not hispanic,yes,bachelor's,never married,0,working full time,"$150,000 to $169,999",upper class,hinduism,several times a year,strong democrat,extremely liberal,midwest,0.7621
402,45,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$110,000 to $129,999",working class,other,never,"independent (neither, no response)",extremely liberal,midwest,1.4766
403,23,female,white,puerto rican,yes,associate/junior college,never married,0,working full time,"$35,000 to $39,999",middle class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,0.2803
404,56,female,black,not hispanic,yes,high school,never married,0,other,"$1,000 to $2,999",middle class,none,never,strong democrat,extremely liberal,midwest,0.2334
405,54,female,white,not hispanic,yes,graduate,divorced,0,working part time,"$30,000 to $34,999",working class,none,never,not very strong democrat,extremely liberal,midwest,0.2282
406,85,female,black,not hispanic,yes,less than high school,never married,8+,retired,"$8,000 to $9,999",middle class,protestant,nearly every week,not very strong democrat,"moderate, middle of the road",midwest,0.2184
407,,female,white,not hispanic,yes,graduate,divorced,1,retired,,upper class,none,never,not very strong democrat,liberal,midwest,0.2148
408,69,female,white,not hispanic,yes,bachelor's,never married,1,retired,"$170,000 or over",middle class,jewish,never,strong democrat,extremely liberal,midwest,2.0523
409,30,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$130,000 to $149,999",middle class,none,about once or twice a year,"independent, close to democrat",liberal,midwest,2.3869
410,37,male,white,not hispanic,no,graduate,married,1,working full time,"$170,000 or over",middle class,none,never,"independent (neither, no response)","moderate, middle of the road",midwest,1.9217
411,37,female,white,not hispanic,no,graduate,married,2,working full time,"$170,000 or over",middle class,jewish,less than once a year,strong democrat,liberal,midwest,0.5188
412,30,female,white,not hispanic,yes,bachelor's,never married,0,working full time,"$150,000 to $169,999",middle class,protestant,several times a year,strong democrat,liberal,midwest,0.6995
413,26,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$75,000 to $89,999",lower class,none,never,"independent, close to democrat",slightly liberal,midwest,0.6549
414,71,male,white,not hispanic,yes,graduate,never married,0,retired,"$60,000 to $74,999",middle class,none,never,strong democrat,liberal,midwest,0.239
415,60,male,white,not hispanic,yes,associate/junior college,never married,0,working full time,"$75,000 to $89,999",middle class,none,less than once a year,strong democrat,slightly liberal,midwest,0.9555
416,74,male,other,not hispanic,no,bachelor's,married,3,retired,"$40,000 to $49,999",working class,hinduism,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.6716
417,61,male,white,not hispanic,yes,high school,never married,,keeping house,,working class,catholic,several times a year,"independent (neither, no response)",conservative,midwest,0.2934
418,43,female,white,not hispanic,yes,bachelor's,married,3,working part time,"$170,000 or over",middle class,catholic,every week,strong republican,conservative,midwest,0.4479
419,59,male,white,"mexican, mexican american, chicano/a",no,bachelor's,married,5,working full time,"$75,000 to $89,999",working class,protestant,every week,not very strong democrat,conservative,midwest,1.0797
420,53,female,white,not hispanic,yes,bachelor's,never married,0,retired,"$170,000 or over",upper class,catholic,several times a year,"independent (neither, no response)",slightly liberal,midwest,0.2282
421,49,female,black,not hispanic,yes,high school,never married,5,keeping house,"$10,000 to $12,499",working class,protestant,2-3 times a month,"independent (neither, no response)","moderate, middle of the road",midwest,0.6638
422,40,female,white,not hispanic,yes,bachelor's,married,1,working full time,"$150,000 to $169,999",middle class,none,never,not very strong republican,slightly conservative,midwest,0.4479
423,39,male,white,not hispanic,no,bachelor's,married,3,working full time,"$170,000 or over",middle class,catholic,several times a year,not very strong republican,slightly conservative,midwest,0.5902
424,60,female,white,not hispanic,yes,high school,married,3,retired,"$90,000 to $109,999",middle class,catholic,every week,other party,"moderate, middle of the road",midwest,0.5797
425,77,male,white,not hispanic,yes,high school,married,0,retired,,middle class,catholic,about once or twice a year,"independent, close to democrat",liberal,midwest,0.6071
426,67,male,white,not hispanic,yes,high school,married,3,retired,"$110,000 to $129,999",middle class,none,never,"independent, close to republican",slightly conservative,midwest,0.6071
427,45,male,white,not hispanic,yes,bachelor's,married,4,working full time,"$130,000 to $149,999",middle class,protestant,every week,strong republican,conservative,midwest,0.5095
428,47,male,,"mexican, mexican american, chicano/a",no,high school,married,2,working full time,"$30,000 to $34,999",working class,protestant,several times a year,"independent (neither, no response)","moderate, middle of the road",midwest,0.5331
429,43,male,white,"mexican, mexican american, chicano/a",no,less than high school,married,2,working full time,"$60,000 to $74,999",working class,catholic,2-3 times a month,"independent (neither, no response)","moderate, middle of the road",midwest,1.7645
430,46,female,white,not hispanic,yes,bachelor's,married,2,working full time,"$130,000 to $149,999",middle class,protestant,2-3 times a month,"independent (neither, no response)",slightly conservative,midwest,0.6718
431,53,female,white,not hispanic,yes,high school,widowed,3,retired,"$75,000 to $89,999",middle class,protestant,several times a year,not very strong republican,"moderate, middle of the road",midwest,0.5159
432,65,female,white,not hispanic,yes,graduate,widowed,0,working full time,"$150,000 to $169,999",middle class,protestant,less than once a year,"independent (neither, no response)","moderate, middle of the road",south,1.5523
433,58,female,white,not hispanic,yes,high school,divorced,2,other,"$10,000 to $12,499",middle class,protestant,every week,"independent (neither, no response)","moderate, middle of the road",south,0.3902
434,47,male,white,not hispanic,yes,bachelor's,married,4,working full time,"$130,000 to $149,999",middle class,protestant,every week,"independent, close to republican","moderate, middle of the road",south,5.6467
435,45,male,black,not hispanic,yes,high school,married,2,working full time,"$170,000 or over",upper class,protestant,2-3 times a month,"independent, close to republican",conservative,south,0.7882
436,67,male,white,not hispanic,yes,bachelor's,married,2,retired,"$170,000 or over",upper class,protestant,about once or twice a year,"independent, close to republican",slightly conservative,south,0.8123
437,37,female,other,"another hispanic, latino, or spanish origin",no,high school,married,2,working full time,"$170,000 or over",middle class,protestant,every week,not very strong republican,extremely liberal,south,0.764
438,60,male,white,"another hispanic, latino, or spanish origin",yes,graduate,married,4,retired,"$170,000 or over",middle class,catholic,several times a week,"independent (neither, no response)",slightly conservative,south,0.7598
439,74,female,black,not hispanic,yes,graduate,married,1,retired,"$75,000 to $89,999",middle class,protestant,every week,strong democrat,liberal,south,0.6461
440,70,female,black,not hispanic,no,high school,married,3,retired,"$90,000 to $109,999",middle class,catholic,about once or twice a year,"independent, close to democrat","moderate, middle of the road",south,0.7851
441,66,female,black,not hispanic,yes,bachelor's,divorced,0,working full time,"$90,000 to $109,999",working class,protestant,several times a year,strong democrat,"moderate, middle of the road",south,1.4044
442,65,female,other,not hispanic,yes,associate/junior college,widowed,0,retired,"$50,000 to $59,999",middle class,protestant,several times a year,strong democrat,"moderate, middle of the road",south,0.6854
443,47,female,black,not hispanic,yes,graduate,married,5,working full time,"$170,000 or over",working class,none,never,not very strong democrat,liberal,south,0.6618
444,32,male,black,not hispanic,yes,high school,never married,0,working full time,"$150,000 to $169,999",middle class,none,less than once a year,strong democrat,slightly liberal,south,0.7561
445,49,female,white,not hispanic,yes,high school,married,3,working full time,"$170,000 or over",middle class,protestant,about once or twice a year,"independent, close to republican","moderate, middle of the road",south,1.1489
446,58,female,white,not hispanic,no,bachelor's,divorced,0,working full time,"$17,500 to $19,999",working class,catholic,about once or twice a year,"independent (neither, no response)","moderate, middle of the road",south,0.371
447,66,female,black,not hispanic,yes,bachelor's,widowed,6,other,"$60,000 to $74,999",middle class,christian,never,"independent (neither, no response)",conservative,south,0.2875
448,52,female,white,"mexican, mexican american, chicano/a",yes,graduate,divorced,2,working full time,"$150,000 to $169,999",middle class,catholic,about once or twice a year,not very strong democrat,liberal,south,0.2973
449,34,female,white,not hispanic,yes,high school,never married,0,working full time,"$90,000 to $109,999",working class,catholic,about once or twice a year,strong democrat,slightly liberal,south,0.7176
450,46,male,black,not hispanic,no,graduate,married,2,working full time,"$50,000 to $59,999",upper class,catholic,about once a month,"independent, close to republican",slightly conservative,south,0.7495
451,59,female,white,not hispanic,yes,graduate,married,2,working full time,"$170,000 or over",middle class,catholic,nearly every week,"independent (neither, no response)","moderate, middle of the road",south,0.7757
452,66,female,white,not hispanic,yes,high school,never married,0,working full time,"$50,000 to $59,999",middle class,protestant,every week,"independent (neither, no response)","moderate, middle of the road",south,0.3593
453,35,male,white,not hispanic,yes,graduate,never married,0,working full time,"$60,000 to $74,999",middle class,protestant,about once or twice a year,"independent (neither, no response)",slightly conservative,south,0.3696
454,23,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$5,000 to $5,999",middle class,none,about once or twice a year,strong democrat,liberal,south,0.9908
455,22,female,white,not hispanic,yes,bachelor's,never married,0,in school,"$8,000 to $9,999",lower class,none,never,"independent, close to democrat",liberal,south,0.4355
456,25,male,other,not hispanic,no,graduate,never married,0,working full time,"$60,000 to $74,999",middle class,none,never,"independent, close to democrat",slightly liberal,south,3.0264
457,32,male,white,"another hispanic, latino, or spanish origin",yes,graduate,never married,0,"unemployed, laid off, looking for work","$90,000 to $109,999",middle class,none,never,not very strong democrat,slightly liberal,south,0.3183
458,55,female,white,"another hispanic, latino, or spanish origin",no,graduate,divorced,1,working full time,"$150,000 to $169,999",working class,catholic,never,"independent, close to republican",slightly conservative,south,0.3195
459,45,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$60,000 to $74,999",middle class,orthodox-christian,several times a year,strong democrat,liberal,south,0.343
460,59,female,white,not hispanic,yes,graduate,married,3,working full time,"$170,000 or over",middle class,protestant,nearly every week,strong republican,slightly conservative,south,0.7757
461,52,male,white,puerto rican,yes,bachelor's,divorced,5,retired,"$75,000 to $89,999",middle class,catholic,several times a year,strong republican,conservative,south,0.3381
462,33,male,white,"another hispanic, latino, or spanish origin",no,bachelor's,married,1,working full time,"$30,000 to $34,999",middle class,catholic,2-3 times a month,"independent, close to democrat",slightly liberal,south,0.7688
463,20,male,white,not hispanic,yes,high school,separated,0,working full time,"$75,000 to $89,999",working class,protestant,every week,strong republican,conservative,south,0.56
464,28,male,black,not hispanic,yes,graduate,never married,0,working full time,"$30,000 to $34,999",middle class,muslim/islam,several times a year,"independent, close to democrat","moderate, middle of the road",south,2.189
465,43,female,other,not hispanic,no,less than high school,married,4,keeping house,,working class,muslim/islam,several times a week,"independent (neither, no response)","moderate, middle of the road",south,7.1346
466,42,male,black,not hispanic,no,bachelor's,never married,0,working part time,"$20,000 to $22,499",working class,none,less than once a year,"independent (neither, no response)","moderate, middle of the road",south,0.3335
467,66,female,white,not hispanic,yes,bachelor's,widowed,2,retired,"$170,000 or over",middle class,none,about once or twice a year,not very strong democrat,slightly liberal,south,0.3178
468,52,female,white,not hispanic,no,bachelor's,married,2,keeping house,"$170,000 or over",middle class,none,less than once a year,"independent, close to republican",slightly conservative,south,4.0724
469,49,male,other,not hispanic,no,bachelor's,married,1,working full time,"$110,000 to $129,999",working class,hinduism,several times a year,"independent (neither, no response)",liberal,south,0.9639
470,40,male,other,cuban,yes,graduate,never married,0,working full time,"$75,000 to $89,999",middle class,buddhism,about once or twice a year,"independent (neither, no response)",slightly liberal,south,0.2953
471,53,female,black,not hispanic,yes,graduate,married,0,working full time,"$170,000 or over",middle class,protestant,about once a month,strong democrat,liberal,south,0.7017
472,31,female,white,"mexican, mexican american, chicano/a",yes,bachelor's,married,0,keeping house,"$170,000 or over",middle class,none,never,not very strong democrat,"moderate, middle of the road",south,0.6288
473,36,male,white,not hispanic,yes,high school,divorced,1,working full time,"$60,000 to $74,999",working class,protestant,about once or twice a year,strong republican,conservative,south,1.6715
474,20,female,white,not hispanic,yes,high school,never married,0,working full time,"$30,000 to $34,999",working class,protestant,every week,strong republican,conservative,south,4.8095
475,34,male,white,not hispanic,yes,associate/junior college,divorced,0,working full time,"$40,000 to $49,999",middle class,protestant,about once or twice a year,strong democrat,slightly conservative,south,4.082
476,58,male,white,not hispanic,yes,associate/junior college,divorced,5,working full time,"$130,000 to $149,999",working class,protestant,about once or twice a year,"independent, close to republican",slightly conservative,south,0.4439
477,,female,other,not hispanic,no,less than high school,widowed,1,working part time,"$6,000 to $6,999",working class,muslim/islam,2-3 times a month,strong democrat,liberal,south,2.4233
478,68,male,white,not hispanic,yes,graduate,widowed,3,working full time,"$110,000 to $129,999",working class,none,never,not very strong democrat,extremely liberal,south,0.3615
479,36,male,black,not hispanic,yes,associate/junior college,never married,2,working full time,"$60,000 to $74,999",working class,jewish,nearly every week,"independent, close to republican",slightly conservative,south,0.378
480,29,female,white,not hispanic,yes,bachelor's,never married,0,working full time,"$110,000 to $129,999",middle class,jewish,about once or twice a year,strong democrat,extremely liberal,south,0.4355
481,35,male,white,not hispanic,yes,graduate,married,2,working full time,"$170,000 or over",upper class,protestant,nearly every week,not very strong democrat,liberal,south,4.0569
482,61,male,white,not hispanic,yes,high school,separated,1,working full time,"$60,000 to $74,999",working class,protestant,never,strong republican,conservative,south,0.4439
483,89+,female,white,not hispanic,yes,bachelor's,widowed,1,retired,"$30,000 to $34,999",middle class,protestant,never,"independent, close to democrat","moderate, middle of the road",south,0.3178
484,47,male,white,not hispanic,yes,graduate,married,3,working full time,"$130,000 to $149,999",middle class,protestant,2-3 times a month,"independent, close to democrat",slightly liberal,south,0.7707
485,23,male,white,not hispanic,yes,high school,divorced,0,working full time,"$40,000 to $49,999",middle class,none,never,"independent (neither, no response)","moderate, middle of the road",south,1.1201
486,38,female,other,not hispanic,no,graduate,married,2,in school,"$22,500 to $24,999",working class,protestant,several times a year,"independent, close to republican",slightly conservative,south,0.9133
487,,male,,,yes,associate/junior college,,,working full time,,,protestant,every week,other party,slightly liberal,south,0.378
488,41,male,white,not hispanic,yes,graduate,never married,0,working full time,"$150,000 to $169,999",upper class,none,less than once a year,strong democrat,liberal,south,0.686
489,30,female,white,not hispanic,yes,bachelor's,divorced,0,working full time,"$75,000 to $89,999",working class,none,about once or twice a year,"independent, close to democrat","moderate, middle of the road",south,0.3249
490,34,female,white,not hispanic,yes,graduate,married,2,working part time,"$90,000 to $109,999",working class,none,never,not very strong democrat,liberal,south,0.7302
